id,favorite_count,retweet_count
667453023279554560,298,85
667443425659232256,751,550
667437278097252352,433,225
667435689202614272,296,82
667405339315146752,447,213
667393430834667520,187,52
667369227918143488,351,153
667211855547486208,466,228
667200525029539841,592,249
667192066997374976,366,95
667188689915760640,716,381
667182792070062081,13693,5862
667177989038297088,184,51
667176164155375616,583,436
667174963120574464,234,74
667171260800061440,212,80
667165590075940865,2574,1074
667160273090932737,248,60
667152164079423490,45647,16103
667138269671505920,4382,2083
667119796878725120,318,123
667090893657276420,318,118
667073648344346624,379,113
667070482143944705,80,14
667065535570550784,160,42
667062181243039745,209,49
667044094246576128,176,47
667012601033924608,427,211
666996132027977728,232,84
666983947667116034,2445,929
666837028449972224,766,526
666835007768551424,202,77
666826780179869698,243,88
666817836334096384,492,237
666804364988780544,221,85
666786068205871104,719,463
666781792255496192,367,180
666776908487630848,331,163
666739327293083650,222,62
666701168228331520,408,206
666691418707132416,176,45
666649482315059201,1066,584
666644823164719104,221,76
666454714377183233,490,199
666447344410484738,98,18
666437273139982337,117,42
666435652385423360,157,48
666430724426358785,301,178
666428276349472768,155,77
666421158376562688,301,107
666418789513326592,115,42
666411507551481857,410,301
666407126856765440,100,32
666396247373291520,159,76
666373753744588802,174,85
666362758909284353,727,520
666353288456101888,199,66
666345417576210432,275,128
666337882303524864,182,84
666293911632134144,469,321
666287406224695296,138,62
666273097616637952,161,73
666268910803644416,95,32
666104133288665088,13685,6003
666102155909144576,72,11
666099513787052032,142,60
666094000022159362,153,67
666082916733198337,103,41
666073100786774016,298,147
666071193221509120,136,53
666063827256086533,446,198
666058600524156928,105,54
666057090499244032,270,127
666055525042405380,409,221
666051853826850816,1129,778
666050758794694657,124,51
666049248165822465,96,39
666044226329800704,272,132
666033412701032449,112,41
666029285002620928,121,42
666020888022790149,2418,462
